"","uniqueID","Mouse_ID","Sex","Genotype","Group","Well_Position","FCS_file_name","Total_Cells","Per_CD19","Per_NK_CD11bp","Per_NK_CD11bn","Per_PMN","Per_Alveolar_mac","Per_DC_CD11b","Per_DC_CD103","Per_Macrophage","Per_Monocyte","Per_Other","Per_Eosinophil","Per_CD3","CD19","NK_CD11bp","NK_CD11bn","PMN","Alveolar_mac","DC_CD11b","DC_CD103","Macrophage","Monocyte","Other","Eosinophil","CD3","Per_CD19_CD86n_CD40p","Per_CD19_CD86p_CD40n","Per_NK_CD11bn_PDL1n_CD14p","Per_PMN_Nos2n_IL1bp","Per_PMN_PDL1n_CD14p","Per_PMN_PDL1p_CD14n","Per_Alveolar_mac_PDL1p_CD14n","Per_DC_CD11b_PDL1n_CD14p","Per_DC_CD11b_PDL1p_CD14n","Per_Macrophage_Nos2n_IL1bp","Per_Macrophage_PDL1n_CD14p","Per_Macrophage_PDL1p_CD14p","Per_Macrophage_PDL1p_CD14n","Per_Monocyte_CD86n_CD40p","Per_Monocyte_Nos2n_IL1bp","Per_Monocyte_PDL1n_CD14p","Per_Monocyte_PDL1p_CD14p","Per_Monocyte_PDL1p_CD14n","Per_Other_PDL1n_CD14p","Per_Other_PDL1p_CD14n","CD19_CD86n_CD40p","CD19_CD86p_CD40n","NK_CD11bn_PDL1n_CD14p","PMN_Nos2n_IL1bp","PMN_PDL1n_CD14p","PMN_PDL1p_CD14n","Alveolar_mac_PDL1p_CD14n","DC_CD11b_PDL1n_CD14p","DC_CD11b_PDL1p_CD14n","Macrophage_Nos2n_IL1bp","Macrophage_PDL1n_CD14p","Macrophage_PDL1p_CD14p","Macrophage_PDL1p_CD14n","Monocyte_CD86n_CD40p","Monocyte_Nos2n_IL1bp","Monocyte_PDL1n_CD14p","Monocyte_PDL1p_CD14p","Monocyte_PDL1p_CD14n","Other_PDL1n_CD14p","Other_PDL1p_CD14n","Per_CD3_Ad","Per_gdTCR","Per_CD4","Per_CD8","Per_DN","Per_CD3n_CD19n","Per_CD19.1","CD3_Ad","gdTCR","CD4","CD8","DN","CD3n_CD19n","CD19.1","Per_gdTCR_CD44n_CD26Lp","Per_gdTCR_CD44p_CD26Lp","Per_gdTCR_CD44p_CD26Ln","Per_gdTCR_CD39n_CD25p","Per_gdTCR_CD39p_CD25n","Per_gdTCR_GATA3n_RORgtp","Per_gdTCR_GATA3n_RORgtp_CCR6n_CXCR3p","Per_gdTCR_GATA3n_RORgtp_CCR6p_CXCR3n","Per_gdTCR_CCR6n_CXCR3p","Per_gdTCR_CCR6p_CXCR3p","Per_gdTCR_CCR6p_CXCR3n","Per_CD4_CD44n_CD26Lp","Per_CD4_CD44p_CD26Lp","Per_CD4_CD44p_CD26Ln","Per_CD4_FOXP3n_Tbetp","Per_CD4_FOXP3n_Tbetp_CXCR3n_RORgtp","Per_CD4_FOXP3n_Tbetp_CXCR3p_RORgtn","Per_CD4_FOXP3p_Tbetn","Per_CD4_FOXP3p_Tbetn_CD39n_CD25p","Per_CD4_FOXP3p_Tbetn_CD39p_CD25p","Per_CD4_FOXP3p_Tbetn_CD39p_CD25n","Per_CD4_CD39n_CD25p","Per_CD4_CD39p_CD25p","Per_CD4_CD39p_CD25n","Per_CD4_GATA3n_RORgtp","Per_CD4_GATA3n_RORgtp_CCR6p_CXCR3n","Per_CD4_GATA3p_RORgtn","Per_CD4_CCR6n_CXCR3p","Per_CD4_CCR6p_CXCR3p","Per_CD4_CCR6p_CXCR3n","Per_CD8_CD44n_CD26Lp","Per_CD8_CD44p_CD26Lp","Per_CD8_CD44p_CD26Ln","Per_CD8_CD39n_CD25p","Per_CD8_CD39p_CD25n","Per_DN_CD44n_CD26Lp","Per_DN_CD44p_CD26Lp","Per_DN_CD44p_CD26Ln","Per_DN_FOXP3n_Tbetp","Per_DN_FOXP3n_Tbetp_CXCR3n_RORgtp","Per_DN_FOXP3n_Tbetp_CXCR3p_RORgtn","Per_DN_CD39n_CD25p","Per_DN_CD39p_CD25n","Per_DN_GATA3n_RORgtp","Per_DN_GATA3n_RORgtp_CCR6p_CXCR3n","Per_DN_CCR6n_CXCR3p","Per_DN_CCR6p_CXCR3p","Per_DN_CCR6p_CXCR3n","Per_CD19_CD44n_CD26Lp","Per_CD19_CD44p_CD26Lp","Per_CD19_CD44p_CD26Ln","Per_CD19_CD39n_CD25p","Per_CD19_CD39p_CD25n","Per_CD19_CCR6n_CXCR3p","Per_CD19_CCR6p_CXCR3p","Per_CD19_CCR6p_CXCR3n","gdTCR_CD44n_CD26Lp","gdTCR_CD44p_CD26Lp","gdTCR_CD44p_CD26Ln","gdTCR_CD39n_CD25p","gdTCR_CD39p_CD25n","gdTCR_GATA3n_RORgtp","gdTCR_GATA3n_RORgtp_CCR6n_CXCR3p","gdTCR_GATA3n_RORgtp_CCR6p_CXCR3n","gdTCR_CCR6n_CXCR3p","gdTCR_CCR6p_CXCR3p","gdTCR_CCR6p_CXCR3n","CD4_CD44n_CD26Lp","CD4_CD44p_CD26Lp","CD4_CD44p_CD26Ln","CD4_FOXP3n_Tbetp","CD4_FOXP3n_Tbetp_CXCR3n_RORgtp","CD4_FOXP3n_Tbetp_CXCR3p_RORgtn","CD4_FOXP3p_Tbetn","CD4_FOXP3p_Tbetn_CD39n_CD25p","CD4_FOXP3p_Tbetn_CD39p_CD25p","CD4_FOXP3p_Tbetn_CD39p_CD25n","CD4_CD39n_CD25p","CD4_CD39p_CD25p","CD4_CD39p_CD25n","CD4_GATA3n_RORgtp","CD4_GATA3n_RORgtp_CCR6p_CXCR3n","CD4_GATA3p_RORgtn","CD4_CCR6n_CXCR3p","CD4_CCR6p_CXCR3p","CD4_CCR6p_CXCR3n","CD8_CD44n_CD26Lp","CD8_CD44p_CD26Lp","CD8_CD44p_CD26Ln","CD8_CD39n_CD25p","CD8_CD39p_CD25n","DN_CD44n_CD26Lp","DN_CD44p_CD26Lp","DN_CD44p_CD26Ln","DN_FOXP3n_Tbetp","DN_FOXP3n_Tbetp_CXCR3n_RORgtp","DN_FOXP3n_Tbetp_CXCR3p_RORgtn","DN_CD39n_CD25p","DN_CD39p_CD25n","DN_GATA3n_RORgtp","DN_GATA3n_RORgtp_CCR6p_CXCR3n","DN_CCR6n_CXCR3p","DN_CCR6p_CXCR3p","DN_CCR6p_CXCR3n","CD19_CD44n_CD26Lp","CD19_CD44p_CD26Lp","CD19_CD44p_CD26Ln","CD19_CD39n_CD25p","CD19_CD39p_CD25n","CD19_CCR6n_CXCR3p","CD19_CCR6p_CXCR3p","CD19_CCR6p_CXCR3n","RatioTtoB","RatioCD4toCD8","RatioTbettoFOXP3","Per_CD1d","Per_MAIT","CD1d","MAIT","Per_CD1d_CD4p","Per_CD1d_DN","Per_MAIT_CD4p","Per_MAIT_CD8p","Per_MAIT_DN","CD1d_CD4p","CD1d_DN","MAIT_CD4p","MAIT_CD8p","MAIT_DN","Per_Total_IFNg_p300","Total_IFNg_p300","IL1a","IL1b","IL2","IL4","IL5","IL6","IL7","IL10","IL12p70","IL17A","KC","LIX","MCP1","MIP2","TNFa","Lung_CFU_Log10","Spleen_CFU","Weight_Start","Weight_2wk","Percent_weight_change","Per_cd4_CD40L_aCD3CD28","Per_cd4_CD4107a_aCD3CD28","Per_cd4_IFNg_aCD3CD28","Per_cd4_IL2_aCD3CD28","Per_cd4_IL4_aCD3CD28","Per_cd4_IL10_aCD3CD28","Per_cd4_IL17_aCD3CD28","Per_cd4_TNF_aCD3CD28","Per_cd4_CD40L_p300","Per_cd4_CD4107a_p300","Per_cd4_IFNg_p300","Per_cd4_IL2_p300","Per_cd4_IL4_p300","Per_cd4_IL10_p300","Per_cd4_IL17_p300","Per_cd4_TNF_p300","Per_cd4_CD40L_CFPMtb","Per_cd4_CD4107a_CFPMtb","Per_cd4_IFNg_CFPMtb","Per_cd4_IL2_CFPMtb","Per_cd4_IL4_CFPMtb","Per_cd4_IL10_CFPMtb","Per_cd4_IL17_CFPMtb","Per_cd4_TNF_CFPMtb","Per_cd4_CD40L_unstim","Per_cd4_CD4107a_unstim","Per_cd4_IFNg_unstim","Per_cd4_IL2_unstim","Per_cd4_IL4_unstim","Per_cd4_IL10_unstim","Per_cd4_IL17_unstim","Per_cd4_TNF_unstim","Per_cd8_CD40L_aCD3CD28","Per_cd8_CD4107a_aCD3CD28","Per_cd8_IFNg_aCD3CD28","Per_cd8_IL2_aCD3CD28","Per_cd8_IL4_aCD3CD28","Per_cd8_IL10_aCD3CD28","Per_cd8_IL17_aCD3CD28","Per_cd8_TNF_aCD3CD28","Per_cd8_CD40L_p300","Per_cd8_CD4107a_p300","Per_cd8_IFNg_p300","Per_cd8_IL2_p300","Per_cd8_IL4_p300","Per_cd8_IL10_p300","Per_cd8_IL17_p300","Per_cd8_TNF_p300","Per_cd8_CD40L_CFPMtb","Per_cd8_CD4107a_CFPMtb","Per_cd8_IFNg_CFPMtb","Per_cd8_IL2_CFPMtb","Per_cd8_IL4_CFPMtb","Per_cd8_IL10_CFPMtb","Per_cd8_IL17_CFPMtb","Per_cd8_TNF_CFPMtb","Per_cd8_CD40L_unstim","Per_cd8_CD4107a_unstim","Per_cd8_IFNg_unstim","Per_cd8_IL2_unstim","Per_cd8_IL4_unstim","Per_cd8_IL10_unstim","Per_cd8_IL17_unstim","Per_cd8_TNF_unstim","CD40L.CD107a.IFNg.IL2nIL4nIL10nIL17.TNF","CD40L.CD107a.IFNg.IL2nIL4nIL10nIL17nTNF","CD40L.CD107a.IFNgnIL2nIL4nIL10nIL17.TNF","CD40L.CD107a.IFNgnIL2nIL4nIL10nIL17nTNF","CD40L.CD107anIFNg.IL2nIL4.IL10nIL17.TNF","CD40L.CD107anIFNg.IL2nIL4nIL10.IL17.TNF","CD40L.CD107anIFNg.IL2nIL4nIL10nIL17.TNF","CD40L.CD107anIFNg.IL2nIL4nIL10nIL17nTNF","CD40L.CD107anIFNgnIL2nIL4.IL10nIL17.TNF","CD40L.CD107anIFNgnIL2nIL4.IL10nIL17nTNF","CD40L.CD107anIFNgnIL2nIL4nIL10nIL17.TNF","CD40L.CD107anIFNgnIL2nIL4nIL10nIL17nTNF","CD40LnCD107a.IFNg.IL2nIL4.IL10nIL17.TNF","CD40LnCD107a.IFNg.IL2nIL4nIL10.IL17.TNF","CD40LnCD107a.IFNg.IL2nIL4nIL10.IL17nTNF","CD40LnCD107a.IFNg.IL2nIL4nIL10nIL17.TNF","CD40LnCD107a.IFNg.IL2nIL4nIL10nIL17nTNF","CD40LnCD107a.IFNgnIL2nIL4.IL10nIL17.TNF","CD40LnCD107a.IFNgnIL2nIL4nIL10.IL17.TNF","CD40LnCD107a.IFNgnIL2nIL4nIL10.IL17nTNF","CD40LnCD107a.IFNgnIL2nIL4nIL10nIL17.TNF","CD40LnCD107a.IFNgnIL2nIL4nIL10nIL17nTNF","CD40LnCD107anIFNg.IL2.IL4nIL10nIL17.TNF","CD40LnCD107anIFNg.IL2.IL4nIL10nIL17nTNF","CD40LnCD107anIFNg.IL2nIL4.IL10.IL17.TNF","CD40LnCD107anIFNg.IL2nIL4.IL10nIL17.TNF","CD40LnCD107anIFNg.IL2nIL4.IL10nIL17nTNF","CD40LnCD107anIFNg.IL2nIL4nIL10.IL17.TNF","CD40LnCD107anIFNg.IL2nIL4nIL10.IL17nTNF","CD40LnCD107anIFNg.IL2nIL4nIL10nIL17.TNF","CD40LnCD107anIFNg.IL2nIL4nIL10nIL17nTNF","CD40LnCD107anIFNgnIL2.IL4nIL10nIL17.TNF","CD40LnCD107anIFNgnIL2.IL4nIL10nIL17nTNF","CD40LnCD107anIFNgnIL2nIL4.IL10.IL17.TNF","CD40LnCD107anIFNgnIL2nIL4.IL10.IL17nTNF","CD40LnCD107anIFNgnIL2nIL4.IL10nIL17.TNF","CD40LnCD107anIFNgnIL2nIL4.IL10nIL17nTNF","CD40LnCD107anIFNgnIL2nIL4nIL10.IL17.TNF","CD40LnCD107anIFNgnIL2nIL4nIL10.IL17nTNF","CD40LnCD107anIFNgnIL2nIL4nIL10nIL17.TNF","CD40LnCD107anIFNgnIL2nIL4nIL10nIL17nTNF","nCD40L.CD107anIFNg.IL2nIL4nIL10nIL17.TNF","nCD40L.CD107anIFNgnIL2nIL4nIL10nIL17.TNF","nCD40LnCD107a.IFNgnIL2nIL4nIL10nIL17.TNF","nCD40LnCD107anIFNg.IL2nIL4.IL10nIL17.TNF","nCD40LnCD107anIFNg.IL2nIL4nIL10nIL17.TNF","nCD40LnCD107anIFNgnIL2nIL4.IL10nIL17.TNF","nCD40LnCD107anIFNgnIL2nIL4.IL10nIL17nTNF","nCD40LnCD107anIFNgnIL2nIL4nIL10.IL17.TNF","nCD40LnCD107anIFNgnIL2nIL4nIL10nIL17.TNF","nCD40LnCD107anIFNgnIL2nIL4nIL10nIL17nTNF"
"1","B6_C_46",46,"M","B6","C","F6","F6 Well_049.fcs",25041000,46.7,3.84,0.74,3.95,0.2,0.15,0.045,3.79,7.67,19,0.75,12.6,11694147,961574.4,185303.4,989119.5,50082,37561.5,11268.45,949053.9,1920644.7,4757790,187807.5,3155166,0.058,0.24,28.2,55.2,0.58,0.58,46.7,15.2,6.06,0.36,1.08,0.36,9.59,0.42,0,12,0.47,5.34,15.4,0.34,6782.60526,28065.9528,52255.5588,545993.964,5736.8931,5736.8931,23388.294,5709.348,2276.2269,3416.59404,10249.78212,3416.59404,91014.26901,8066.70774,0,230477.364,9027.03009,102562.42698,732699.66,16176.486,12.4,0.48,5.31,4.78,1.75,50.5,36.9,3105084,120196.8,1329677.1,1196959.8,438217.5,12645705,9240129,14.2,29.7,54.4,4.18,5.86,33.9,2.93,15.9,27.2,5.86,28.5,22.7,52.6,22,1.76,0.19,1.28,9.64,4.09,0.94,0.49,4.69,0.94,8.25,1.16,0.34,1.65,9.15,1.13,11.9,53.4,30.8,10,3.67,3.79,1.37,17.1,65.9,5.59,1.48,2.85,3.42,25.8,6.39,4.22,9.92,1.6,29.9,74,3.15,3.92,0.4,6.07,0.13,0.17,58.8,17067.9456,35698.4496,65387.0592,5024.22624,7043.53248,40746.7152,3521.76624,19111.2912,32693.5296,7043.53248,34256.088,301836.7017,699410.1546,292528.962,23402.31696,2526.38649,17019.86688,128180.87244,54383.79339,12498.96474,6515.41779,62361.85599,12498.96474,109698.36075,15424.25436,4520.90214,21939.67215,121665.45465,15025.35123,158231.5749,639176.5332,368663.6184,119695.98,43928.42466,45364.77642,6003.57975,74935.1925,288785.3325,24496.35825,6485.619,12489.19875,14987.0385,113060.115,28002.09825,18492.7785,43471.176,7011.48,131027.0325,6837695.46,291064.0635,362213.0568,36960.516,560875.8303,12012.1677,15708.2193,5433195.852,0.336043360433604,1.11087866108787,0.182572614107884,0.12,0.051,30049.2,12770.91,27.6,72.4,37.5,20.8,20.8,8293.5792,21755.6208,4789.09125,2656.34928,2656.34928,0.03,7512.3,55.89,4.23,22.31,0.05,0.82,2.26,4.09,5.62,4.26,1.06,59.07,146.25,13.5,208.75,1.29,3.602059991,1,29.2,30.5,4.452054795,39,1.34,0.16,3.21,0,1.22,0.45,28.9,1.65,0.95,0,0.073,0.15,2.31,0.15,0,0.088,0.62,0,0.044,0.044,0.044,0.088,0,0.54,1.28,0,0.13,0.1,0.87,0.27,0.034,32.2,4.39,0.28,63.1,0.33,1.71,98.2,3.86,41.5,0.39,0,62.3,3.84,3.08,98.5,0.5,0.75,0.14,0,5.55,0.89,0.047,97.2,10.8,35.4,0.3,0.033,64.7,5.05,1.36,98.6,0.43,0.041,0,0,0,0.041,0,0.12,0.041,0,0,0.12,0.086,0,0,0,0.081,0,0,0,0,0.041,0,0,0,0,0,0.041,0.16,0.041,1.83,0.45,0,0,0,0,0.041,0.041,0.081,0,20.7,14.5,0,0.12,0,0,0.28,0,0.14,0.041,5.2,0
"2","B6_C_47",47,"M","B6","C","G6","G6 Well_057.fcs",24718000,44.8,4.28,0.65,3.03,0.14,0.37,0.026,4.71,8.75,14,1.05,17.3,11073664,1057930.4,160667,748955.4,34605.2,91456.6,6426.68,1164217.8,2162825,3460520,259539,4276214,0.057,0.2,17.5,49.9,0.94,0.75,46.9,18.6,14,0.36,2,0.12,6.47,0.36,0.065,14.9,0.81,3.29,15,0.39,6311.98848,22147.328,28116.725,373728.7446,7040.18076,5617.1655,16229.8388,17010.9276,12803.924,4191.18408,23284.356,1397.06136,75324.89166,7786.17,1405.83625,322260.925,17518.8825,71156.9425,519078,13496.028,14.3,0.7,6.41,5.34,1.74,48.6,36.7,3534674,173026,1584423.8,1319941.2,430093.2,12012948,9071506,11.7,37,50.1,12.6,5.52,38.4,11.3,9.89,46.9,4.37,14.7,23.6,50.2,22.5,1.93,0.18,1.18,8.56,3.3,0.58,0.63,3.78,0.63,6.81,1.08,0.35,1.53,10.6,1.23,8.73,48.5,33.2,12.6,0.33,4.11,0.64,24.2,41.5,10.2,1.93,5.43,2.02,39.7,6.62,3.59,18.5,2.3,48.6,54.6,15,15.6,0.42,6.39,0.26,0.49,46.6,20244.042,64019.62,86686.026,21801.276,9551.0352,66441.984,19551.938,17112.2714,81149.194,7561.2362,25434.822,373924.0168,795380.7476,356495.355,30579.37934,2851.96284,18696.20084,135626.67728,52285.9854,9189.65804,9981.86994,59891.21964,9981.86994,107899.26078,17111.77704,5545.4833,24241.68414,167948.9228,19488.41274,138320.19774,640171.482,438220.4784,166312.5912,4355.80596,54249.58332,2752.59648,104082.5544,178488.678,43869.5064,8300.79876,23354.06076,8687.88264,170747.0004,28472.16984,15440.34588,79567.242,9892.1436,209025.2952,4953042.276,1360725.9,1415154.936,38100.3252,579669.2334,23585.9156,44450.3794,4227321.796,0.389645776566757,1.20037453183521,0.225467289719626,0.15,0.075,37077,18538.5,27.2,71.6,55,15,15,10084.944,26547.132,10196.175,2780.775,2780.775,0.043,10628.74,116.68,13.97,58.93,0.19,0.45,5.76,8.27,17.14,3.19,1.97,87.82,217.14,24.92,262.48,1.11,3.949390007,1,31.3,33.1,5.750798722,41.4,1.26,0.75,1.72,0.18,0.93,0.33,28.2,1.23,1.12,0,0.089,0.11,2.34,0.27,0.022,0.35,0.64,0.029,0.058,0.088,0.029,0.2,0.029,0.85,0.69,0,0.13,0.11,0.78,0.27,0,26.2,6.15,0.058,58.2,0.49,1.39,96.5,2.73,33.6,0.56,0,53.1,3,2.75,97.5,0.53,0.46,0.14,0,3.04,0.5,0.14,96.4,10.9,28.3,0.32,0,61.3,2.65,1.12,97,0.45,0.026,0.026,0.15,0,0,0,0.026,0,0,0,0.36,0.26,0.051,0,0,0.28,0,0.026,0,0,0.077,0.026,0.026,0,0,0,0,0.026,0,0.98,0.1,0.077,0.026,0,0,0.051,0.032,0.026,0,20.4,17.52,0.026,0.077,0.026,0,0.077,0,0,0,5.47,0
"3","B6_C_48",48,"M","B6","C","H6","H6 Well_063.fcs",24250500,9.16,0.87,0.14,0.77,0.053,0.064,0.025,0.58,1.34,59.7,0.33,26.7,2221345.8,210979.35,33950.7,186728.85,12852.765,15520.32,6062.625,140652.9,324956.7,14477548.5,80026.65,6474883.5,0.06,0.25,10.5,56.9,0.27,0.62,53.2,11.8,15.1,0.59,2.12,0.47,5.17,0.51,0.2,8.38,0.51,2.55,0.62,0.26,1332.80748,5553.3645,3564.8235,106248.71565,504.167895,1157.71887,6837.67098,1831.39776,2343.56832,829.85211,2981.84148,661.06863,7271.75493,1657.27917,649.9134,27231.37146,1657.27917,8286.39585,89760.8007,37641.6261,28.1,1.06,14.1,8.65,1.96,54.5,16.8,6814390.5,257055.3,3419320.5,2097668.25,475309.8,13216522.5,4074084,36.4,22.9,35.3,6.57,2.65,22.1,2.44,7.42,13.3,0.42,10.3,29.9,26.4,20.7,5.01,0.82,1.86,5.58,3.09,0.37,0.15,4.05,0.41,4.72,1.16,0.17,15.1,4.5,0.41,4.44,44,14.4,10,1.37,1.9,2.86,5.15,80.1,51.7,0.97,12.3,10.7,32.9,5.95,2.8,14,0.11,5.49,54.5,8.44,11.5,0.49,2.35,0.23,0.45,29.4,93568.1292,58865.6637,90740.5209,16888.53321,6811.96545,56809.2213,6272.14932,19073.50326,34188.3549,1079.63226,26476.6959,1022376.8295,902700.612,707799.3435,171307.95705,28038.4281,63599.3613,190798.0839,105657.00345,12651.48585,5128.98075,138482.48025,14019.21405,161391.9276,39664.1178,5812.84485,516317.3955,153869.4225,14019.21405,151817.8302,922974.03,302064.228,209766.825,28738.055025,39855.69675,13593.86028,24478.4547,380723.1498,245735.1666,4610.50506,58463.1054,50858.1486,156376.9242,28280.9331,13308.6744,66543.372,522.84078,26094.50802,2220375.78,343852.6896,468519.66,19963.0116,95740.974,9370.3932,18333.378,1197780.696,1.67261904761905,1.63005780346821,0.897849462365591,1.4,0.048,339507,11640.24,34.6,46.4,30.4,10.8,9.8,117469.422,157531.248,3538.63296,1257.14592,1140.74352,0.027,6547.635,81.22,9.24,19.77,0,0.77,13.93,2.3,8.8,1.58,0.92,39.64,172.81,7.53,140.62,0.31,3.612783857,1,30.9,30.8,-0.323624595,57.8,1.54,0.22,1.27,0.48,1.24,0.29,9.13,2.87,1.3,0.074,0.094,0.027,1.45,0.35,0.00986,0.063,0.89,0.056,0.02,0.03,0.046,0.43,0.023,1.87,1.29,0.14,0.13,0.044,0.41,0.41,0.028,6.26,2.39,0.029,9.72,0.11,2.13,86.8,1.57,1.7,1.26,0.016,16.8,0.53,2.03,87,0.25,0.14,0.64,0.027,0.66,0.18,0.082,65.5,17.4,1.28,1.14,0.43,19.9,0.55,0.95,88.3,0.26,0.019,0,0.017,0.00554,0,0,0.019,0.011,0.011,0.017,0.14,0.654,0,0,0,0.019,0.0083,0,0,0.00277,0.014,0.011,0.00554,0.00277,0.00277,0.00554,0.0083,0.0083,0,0.73,0.27742,0.086,0.15,0,0,0.011,0.34483,0.014,0.069,7.26,45.87,0,0.017,0,0,0.03342,0,0.37,0,0.547,0
"4","B6_C_49",49,"M","B6","C","A7","A7 Well_007.fcs",31662500,49.8,3.91,0.52,4.57,0.2,0.24,0.023,2.86,7.19,14.8,1.33,14,15767925,1238003.75,164645,1446976.25,63325,75990,7282.375,905547.5,2276533.75,4686050,421111.25,4432750,0.097,0.19,14.7,61.2,1.01,0.27,62.3,20.3,5.26,0.81,2.43,0.12,9.45,0.47,0.27,18.5,0.62,4.06,8.23,0.36,15294.88725,29959.0575,24202.815,885549.465,14614.460125,3906.835875,39451.475,15425.97,3997.074,7334.93475,22004.80425,1086.657,85574.23875,10699.708625,6146.641125,421158.74375,14114.50925,92427.27025,385661.915,16869.78,12.3,0.43,5.59,5.33,0.84,44.7,42.8,3894487.5,136148.75,1769933.75,1687611.25,265965,14153137.5,13551550,16.4,37.8,42.9,6.34,12.4,28.8,4.03,11.5,35.4,5.76,21.6,26.5,51,19.6,0.72,0.13,0.42,9.75,3.4,1.16,1.14,3.84,1.27,11.6,0.64,0.22,0.88,8.24,1.32,11.9,54.9,31.2,8.67,0.28,5.58,1.03,28.5,46.8,7.21,2.06,2.94,5,37.4,15.9,8.97,21.6,3.53,44.6,68.2,6.65,7.03,0.39,9.42,0.13,0.21,47.1,22328.395,51464.2275,58407.81375,8631.83075,16882.445,39210.84,5486.794625,15657.10625,48196.6575,7842.168,29408.13,469032.44375,902666.2125,346907.015,12743.523,2300.913875,7433.72175,172568.540625,60177.7475,20531.2315,20177.24475,67965.456,22478.158625,205312.315,11327.576,3893.85425,15575.417,145842.541,23363.1255,210622.11625,926498.57625,526534.71,146315.895375,4725.3115,94168.70775,2739.4395,75800.025,124471.62,19176.0765,5478.879,7819.371,13298.25,99470.91,42288.435,23857.0605,57448.44,9388.5645,118620.39,9242157.1,901178.075,952673.965,52851.045,1276556.01,17617.015,28458.255,6382780.05,0.287383177570094,1.04878048780488,0.0738461538461538,0.14,0.064,44327.5,20264,24.1,72.4,32.1,20.8,20.8,10682.9275,32093.11,6504.744,4214.912,4214.912,0.04,12665,74.9,4.66,23,0.1,0.77,4.43,1.38,6.66,2.92,0.91,79.17,149.36,19.47,159.33,0.4,1.602059991,1,30,32.9,9.666666667,46.4,1.23,0.3,1.88,0.26,1.65,0.91,33,0.81,1.91,0.021,0.21,0.15,1.72,0.56,0,0.19,1.12,0.024,0.073,0.073,0.024,0.32,0.097,0.78,1.39,0.019,0.22,0.28,0.87,0.56,0.43,39.6,3.94,0.022,64.8,1.09,2.17,96.5,3.06,41.7,0.7,0,70.9,5.07,1.96,97.3,0.22,1.44,0.17,0.049,1.44,0.64,0.073,95.5,11.9,37.9,0.46,0.066,69.9,5.94,1.92,97.3,0.2,0.022,0,0.043,0,0,0,0,0,0,0.022,0.26,0.093,0,0,0,0.087,0,0,0,0,0.022,0.022,0,0.022,0,0.043,0,0.11,0,1.32,0.087,0.087,0.043,0.022,0,0.11,0.151,0.065,0.19,25.1,17.58,0.022,0.065,0,0,0.11,0,0.41,0.024,4.91,0
